Movie,Date,Month,Year
La science des rêves,16,8,2006
Avenging Force,12,9,1986
Igby Goes Down,4,10,2002
Don&apos;t Let Go,30,8,2019
Suffragette,12,10,2015
Your Friends and Neighbors,21,8,1998
King Kong Lives,19,12,1986
Hands of Stone,26,8,2016
Drugstore Cowboy,20,10,1989
This Is Spinal Tap,2,3,1984
Duets,15,9,2000
A Walk on the Moon,23,4,1999
Violets Are Blue...,25,4,1986
Atlas Shrugged: Part I,15,4,2011
The Good Mother,4,11,1988
In the Cut,31,10,2003
Welcome to the Dollhouse,24,5,1996
Extreme Ops,13,3,2003
Hollywood Ending,3,5,2002
Diggstown,14,8,1992
"Paris, je t&apos;aime",21,6,2006
The Virgin Suicides,5,5,2000
Invaders from Mars,6,6,1986
Hamlet 2,27,8,2008
Band of the Hand,11,4,1986
Hilary and Jackie,22,1,1999
Bleed for This,18,11,2016
Girl 6,22,3,1996
Leonard Part 6,18,12,1987
Birthday Girl,1,2,2002
The Apparition,24,8,2012
From Justin to Kelly,20,6,2003
Bubble Boy,24,8,2001
Heaven&apos;s Prisoners,17,5,1996
Tempest,13,8,1982
Io sono l&apos;amore,19,3,2010
Birth,29,10,2004
Moon,10,7,2009
Los abrazos rotos,18,3,2009
Woman on Top,22,9,2000
The Treasure of the Sierra Madre,24,1,1948
The Three Burials of Melquiades Estrada,23,11,2005
Celebrity,20,11,1998
Miller&apos;s Crossing,5,10,1990
Ghost in the Machine,29,12,1993
Alone in the Dark,28,1,2005
Luftslottet som sprängdes,27,11,2009
Inchon,17,9,1982
The 51st State,7,12,2001
Bandslam,14,8,2009
La mala educación,19,3,2004
The In Crowd,19,7,2000
Black and White,5,4,2000
Love Letters,27,4,1984
Orlando,11,12,1992
Metalstorm: The Destruction of Jared-Syn,19,8,1983
The Guard,7,7,2011
The Human Stain,18,12,2003
The Sicilian,23,10,1987
Amores perros,16,6,2000
Monkeybone,23,2,2001
The Kid,6,2,1921
The Gold Rush,13,7,1925
Troll,17,1,1986
Little Children,9,2,2007
Eve of Destruction,18,1,1991
Stan &amp; Ollie,11,1,2019
Cesar Chavez,28,3,2014
Loose Cannons,9,2,1990
Paradise,7,5,1982
Bordello of Blood,16,8,1996
Elvira: Mistress of the Dark,30,9,1988
Bonjour Anne,7,7,2017
Swing Kids,5,3,1993
The Pallbearer,3,5,1996
Never Die Alone,26,3,2004
Bitter Harvest,24,2,2017
Underclassman,2,9,2005
Batman: Mask of the Phantasm,25,12,1993
The Warrior&apos;s Way,2,12,2010
20th Century Women,20,1,2017
Where the Money Is,14,4,2000
For Greater Glory: The True Story of Cristiada,20,4,2012
My Bloody Valentine,13,2,1981
Megaforce,25,6,1982
Nadine,7,8,1987
Get on the Bus,16,10,1996
Gallipoli,13,8,1981
Closed Circuit,28,8,2013
Personal Best,26,6,1982
The Station Agent,5,12,2003
A Most Violent Year,30,1,2015
Beyond Rangoon,30,6,1995
Lucky You,4,5,2007
Leatherface: Texas Chainsaw Massacre III,12,1,1990
Victor Frankenstein,27,11,2015
Suburbicon,3,11,2017
Sheena,17,8,1984
Beginners,9,6,2011
Luther,26,9,2003
Screamers,30,11,1996
Light It Up,10,11,1999
Captain Fantastic,29,7,2016
Liu lang di qiu,5,2,2019
The Opposite of Sex,22,5,1998
Casa de mi Padre,11,5,2012
Ed Wood,7,10,1994
Against the Ropes,20,2,2004
Cry Freedom,26,11,1987
Evil Dead II,13,3,1987
Highlander,29,8,1986
Death of a Nation,3,8,2018
Captive State,15,3,2019
Basic Instinct 2,30,3,2006
Lars and the Real Girl,2,11,2007
1969,18,11,1988
Still of the Night,19,11,1982
The Loft,15,10,2014
Run Fatboy Run,16,5,2008
Racing with the Moon,23,3,1984
Megiddo: The Omega Code 2,21,9,2001
The Way of the Gun,8,9,2000
Partners,30,4,1982
Gigli,1,8,2003
Just Getting Started,8,12,2017
Assassination,9,1,1987
Kull the Conqueror,29,8,1997
"Il buono, il brutto, il cattivo",23,12,1966
The Secret of Roan Inish,3,2,1995
Every Day,23,2,2018
The Interview,24,12,2014
Evil Under the Sun,23,3,1982
Coco avant Chanel,22,4,2009
The Hurricane Heist,30,3,2018
The Border,12,2,1982
Almost Heroes,29,5,1998
Folks!,1,5,1992
Impostor,4,1,2002
The Last Seduction,5,8,1994
The Straight Story,3,11,1999
The Pope of Greenwich Village,22,6,1984
A Clockwork Orange,13,1,1972
Mambo Italiano,19,9,2003
Ghost World,21,9,2001
Firstborn,26,10,1984
The House of the Spirits,21,10,1993
One Night at McCool&apos;s,27,4,2001
What Planet Are You From?,3,3,2000
Oh Heavenly Dog,11,7,1980
Ed,15,3,1996
Affliction,18,12,1998
The Jacket,4,3,2005
Southside with You,26,8,2016
Beyond the Sea,26,11,2004
Most Wanted,10,10,1997
Eyewitness,13,2,1981
The Rocker,20,8,2008
Six Degrees of Separation,8,12,1993
The Temp,12,2,1993
Brideshead Revisited,15,8,2008
Run the Race,22,2,2019
Warriors of Virtue,2,5,1997
The Young Messiah,11,3,2016
Switchback,31,10,1997
The Osterman Weekend,4,11,1983
The Big Bounce,30,1,2004
A-X-L,21,9,2018
Teacher&apos;s Pet,16,1,2004
Star 80,3,2,1984
The Road to Wellville,28,10,1994
Maria Full of Grace,2,4,2004
Winter&apos;s Bone,16,7,2010
The Rules of Attraction,11,10,2002
Yi dai zong shi,8,2,2013
The Hunted,24,2,1995
Bride &amp; Prejudice,8,10,2004
Best of the Best II,5,3,1993
The Last Station,28,1,2010
Seeking a Friend for the End of the World,26,10,2012
U Turn,3,10,1997
Swing Shift,13,4,1984
The Snowman,13,10,2017
Hairspray,26,2,1988
Mighty Aphrodite,10,11,1995
Forced Vengeance,30,7,1982
Smoke Signals,27,11,1998
Town &amp; Country,27,4,2001
Mixed Nuts,21,12,1994
Hotel Artemis,15,6,2018
Exit to Eden,14,10,1994
Moonlight Mile,4,10,2002
The Deep,17,6,1977
Never Talk to Strangers,20,10,1995
200 Cigarettes,26,2,1999
The Spectacular Now,13,9,2013
Dog Days,8,8,2018
Running Scared,24,2,2006
Incendies,12,1,2011
Grimsby,24,2,2016
Death Wish 4: The Crackdown,6,11,1987
The Amateur,11,12,1981
Shut In,11,11,2016
Willard,14,3,2003
Birth of the Dragon,8,9,2017
Evil Angels,3,11,1988
Take Me Home Tonight,4,3,2011
Almost an Angel,19,12,1990
BASEketball,31,7,1998
Marnie,17,7,1964
Blue City,2,5,1986
Eraserhead,3,2,1978
Xi yan,5,3,1993
Cat People,2,4,1982
The Last Time,5,11,2006
Parasite,12,3,1982
An American Carol,3,10,2008
Bug,25,5,2007
Crossover,1,9,2006
Star Kid,16,1,1998
Black Nativity,27,11,2013
Kissing Jessica Stein,5,4,2002
Hiding Out,6,11,1987
Three Wishes,27,10,1995
Turistas,1,12,2006
The Irishman,27,11,2019
Deliverance,18,8,1972
Quills,19,1,2001
The Stunt Man,27,6,1980
Before the Devil Knows You&apos;re Dead,26,10,2007
Blackhat,16,1,2015
10 to Midnight,11,3,1983
Silence,1,1,2017
1492: Conquest of Paradise,8,10,1992
The Green Inferno,25,9,2015
Transylvania 6-5000,8,11,1985
American Dreamz,21,4,2006
Mulholland Dr.,19,10,2001
All the King&apos;s Men,22,9,2006
She&apos;s So Lovely,20,8,1997
"Hello, Dolly!",16,12,1969
Johnny Handsome,29,9,1989
Off Limits,11,3,1988
Rush,17,1,1992
Big Trouble,5,4,2002
Barcelona,29,7,1994
Searching for Bobby Fischer,11,8,1993
Friends with Kids,16,3,2012
Lorenzo&apos;s Oil,29,1,1993
Phantasm II,8,7,1988
The Forsaken,27,4,2001
Outside Providence,1,9,1999
Who&apos;s That Girl,7,8,1987
Maximum Overdrive,25,7,1986
Harley Davidson and the Marlboro Man,23,8,1991
Disconnect,5,7,2013
Taking Woodstock,28,8,2009
A Good Year,6,7,2007
Martian Child,2,11,2007
The Man Who Wasn&apos;t There,26,10,2001
The Curse of the Jade Scorpion,24,8,2001
I Know Who Killed Me,27,7,2007
Clean Slate,6,5,1994
Chitty Chitty Bang Bang,17,12,1968
Barney&apos;s Version,14,1,2011
Strangers on a Train,30,6,1951
Two for the Road,22,6,1967
Beautiful Boy,25,10,2018
The Order,5,9,2003
The Imaginarium of Doctor Parnassus,9,4,2010
Elle s&apos;appelait Sarah,13,10,2010
Loving,4,11,2016
Surviving the Game,15,4,1994
Unsane,23,3,2018
Being Julia,11,11,2004
The Collector,31,7,2009
Trumbo,27,11,2015
City of Ember,10,10,2008
The Space Between Us,24,3,2017
Serial Mom,13,4,1994
Teen Wolf Too,20,11,1987
Blankman,19,8,1994
Miracle at St. Anna,26,9,2008
Arbitrage,14,9,2012
Soylent Green,9,5,1973
Runaway Train,17,1,1986
Punisher: War Zone,5,12,2008
Connie and Carla,16,4,2004
The Painted Veil,29,12,2006
Hoot,5,5,2006
The Adventures of Baron Munchausen,17,3,1989
The Boat That Rocked,1,4,2009
Streets of Fire,1,6,1984
The Philadelphia Experiment,3,8,1984
Code Name: The Cleaner,30,3,2007
Fresh,15,6,1994
A Cure for Wellness,17,2,2017
Bella,30,11,2007
Dirty Pretty Things,13,12,2002
Inherent Vice,9,1,2015
Before Midnight,13,6,2013
A Simple Wish,11,7,1997
Dead Bang,24,3,1989
DeepStar Six,13,1,1989
Prince of the City,26,8,1981
Cheetah,18,8,1989
Nick of Time,22,11,1995
Wu ji,15,12,2005
Cadillac Records,5,12,2008
Whose Life Is It Anyway?,22,1,1982
Shadow of the Vampire,26,1,2001
Black Robe,27,2,1992
Larger Than Life,1,11,1996
Lucas,28,3,1986
Johnny English Reborn,16,9,2011
Tenacious D in The Pick of Destiny,22,11,2006
Mr. Jones,8,10,1993
Mandela: Long Walk to Freedom,28,11,2013
The Man,9,9,2005
Seong lung wui,15,1,1992
Smoke,9,6,1995
Death to Smoochy,29,3,2002
Turbo: A Power Rangers Movie,28,3,1997
Something Wild,7,11,1986
Something Wicked This Way Comes,29,4,1983
The Importance of Being Earnest,21,6,2002
Twice in a Lifetime,8,11,1985
Sex Drive,17,10,2008
Pushing Tin,23,4,1999
Play It to the Bone,21,1,2000
Ghosts of Mars,24,8,2001
MacGruber,21,5,2010
Wise Guys,18,4,1986
The Bounty,4,5,1984
Pollock,23,3,2001
Manhunter,15,8,1986
My Life in Ruins,5,6,2009
Bingo,9,8,1991
If You Could See What I Hear,7,1,1982
Once Upon a Crime...,6,3,1992
The Lobster,16,10,2015
Can You Ever Forgive Me?,2,11,2018
Queen of Katwe,30,9,2016
Singin&apos; in the Rain,11,4,1952
The Deep End,31,8,2001
The Ice Harvest,23,11,2005
Battle for the Planet of the Apes,15,6,1973
Apt Pupil,23,10,1998
Everybody&apos;s Fine,4,12,2009
Nightbreed,16,2,1990
"Mystery, Alaska",1,10,1999
Battle of the Year,4,10,2013
The Next Karate Kid,9,9,1994
Brainstorm,30,9,1983
Bolero,31,8,1984
Teaching Mrs. Tingle,20,8,1999
In the Mouth of Madness,3,2,1995
Saved!,11,6,2004
Switching Channels,4,3,1988
White Sands,24,4,1992
Dead Ringers,23,9,1988
A Single Man,5,2,2010
Get Low,27,8,2010
A Mighty Heart,22,6,2007
Pennies from Heaven,1,1,1982
Body Parts,2,8,1991
A Serious Man,6,11,2009
"Where&apos;d You Go, Bernadette",16,8,2019
Bernie,22,6,2012
Return of the Living Dead: Part II,15,1,1988
Havana,14,12,1990
Lolita,21,6,1962
The Brink&apos;s Job,8,12,1978
Gladiator,6,3,1992
Tully,11,5,2018
Fun Size,26,10,2012
Village of the Damned,28,4,1995
Sleepover,9,7,2004
Once,23,3,2007
She&apos;s the One,23,8,1996
Rock Dog,8,7,2016
Away We Go,26,6,2009
Thank You for Your Service,27,10,2017
Le violon rouge,13,11,1998
Bullet to the Head,1,2,2013
Fair Game,3,12,2010
From the Hip,6,2,1987
Chaplin,17,12,1992
Death Sentence,31,8,2007
Matinee,29,1,1993
Midnight Sun,23,3,2018
Carbon Copy,25,9,1981
The Dark Half,23,4,1993
SpaceCamp,6,6,1986
Somewhere in Time,3,10,1980
Dudley Do-Right,27,8,1999
Everyone Says I Love You,17,1,1997
Rendition,19,10,2007
Blue Valentine,28,1,2011
The Hidden,30,10,1987
Jade,13,10,1995
Very Bad Things,25,11,1998
Maid to Order,31,7,1987
Explorers,12,7,1985
Conquest of the Planet of the Apes,30,6,1972
Straight Time,21,4,1978
The Onion Field,28,2,1980
Brazil,22,2,1985
Murphy&apos;s Law,18,4,1986
Buddy,6,6,1997
Bratz,3,8,2007
The Two Jakes,10,8,1990
The Unbearable Lightness of Being,5,2,1988
Penelope,1,2,2008
Lucky Numbers,27,10,2000
Next Day Air,8,5,2009
A Little Princess,19,5,1995
Cutthroat Island,22,12,1995
Cry Wolf,16,9,2005
Gojira ni-sen mireniamu,11,12,1999
The Lady in the Van,13,11,2015
Marshall,13,10,2017
Boiling Point,16,4,1993
Shakedown,6,5,1988
Mrs. Winterbourne,19,4,1996
Män som hatar kvinnor,27,2,2009
Knock Off,4,9,1998
Possession,30,8,2002
Brokedown Palace,13,8,1999
True Confessions,25,9,1981
The Best of Enemies,5,4,2019
The Spanish Prisoner,15,5,1998
I&apos;ll Do Anything,4,2,1994
Unfinished Business,6,3,2015
Kinsey,7,1,2005
Pathfinder,28,9,2007
The Brothers McMullen,11,8,1995
The Man Who Knew Too Much,1,6,1956
House of the Dead,10,10,2003
Whiteout,11,9,2009
The Year of Living Dangerously,17,12,1982
Someone to Watch Over Me,9,10,1987
The Newton Boys,27,3,1998
The Boondock Saints II: All Saints Day,11,12,2009
White Squall,2,2,1996
La Môme,14,2,2007
Pandorum,1,10,2009
Straw Dogs,16,9,2011
Look Who&apos;s Talking Now,5,11,1993
Revenge of the Ninja,16,9,1983
Deal of the Century,4,11,1983
Silent Rage,2,4,1982
Here on Earth,24,3,2000
Getaway,30,8,2013
American Ninja,30,8,1985
Magic in the Moonlight,15,8,2014
Sabotage,11,4,2014
Scoop,28,7,2006
Jonah Hex,18,6,2010
Three to Tango,22,10,1999
We&apos;re No Angels,15,12,1989
Husbands and Wives,18,9,1992
Mad City,7,11,1997
Not Easily Broken,9,1,2009
Drop Dead Gorgeous,23,7,1999
The Beguiled,14,7,2017
Falling in Love,21,11,1984
After Hours,11,10,1985
The Purple Rose of Cairo,19,4,1985
The Gunman,8,5,2015
Wolfen,24,7,1981
The Package,25,8,1989
Gettysburg,8,10,1993
Nocturnal Animals,9,12,2016
Welcome to Marwen,21,12,2018
Dracula: Dead and Loving It,22,12,1995
Missing in Action 2: The Beginning,1,3,1985
Extract,4,9,2009
Rollover,11,12,1981
Victory,31,7,1981
Dead Man Down,15,3,2013
The Englishman Who Went Up a Hill But Came Down a Mountain,4,8,1995
Pride and Prejudice and Zombies,14,2,2016
Cookie&apos;s Fortune,16,4,1999
Stop-Loss,28,3,2008
Doomsday,14,3,2008
Moment by Moment,22,12,1978
The Young Victoria,6,3,2009
In the Land of Women,22,6,2007
Mrs. Henderson Presents,25,11,2005
Krush Groove,25,10,1985
The Man Who Loved Women,16,12,1983
Mad Dog and Glory,5,3,1993
Michael Collins,25,10,1996
Big Trouble in Little China,2,7,1986
Café Society,5,8,2016
Hell Fest,28,9,2018
The Danish Girl,15,1,2016
Whispers in the Dark,7,8,1992
Chill Factor,1,9,1999
Barney&apos;s Great Adventure,3,4,1998
Jennifer Eight,6,11,1992
The Birds,29,3,1963
Double Team,4,4,1997
The Ref,11,3,1994
Moon Over Parador,9,9,1988
Turbulence,10,1,1997
Thief,27,3,1981
The Beautician and the Beast,7,2,1997
The Words,7,9,2012
Two Mules for Sister Sara,16,6,1970
Army of Darkness,19,2,1993
Mulholland Falls,26,4,1996
The Longshots,22,8,2008
Shattered,11,10,1991
Boys Don&apos;t Cry,31,3,2000
Fair Game,3,11,1995
The Conspirator,15,4,2011
Girl with a Pearl Earring,16,1,2004
Halloween 5: The Revenge of Michael Myers,13,10,1989
The Adventures of Elmo in Grouchland,1,10,1999
Rock-A-Doodle,2,8,1991
Surviving Christmas,22,10,2004
Strictly Ballroom,20,8,1992
Dave Chappelle&apos;s Block Party,3,3,2006
3 Ninjas Kick Back,6,5,1994
Tales from the Hood,24,5,1995
Caddyshack II,22,7,1988
Play Misty for Me,12,11,1971
Meet Dave,11,7,2008
Bloodsport,29,4,1988
Breakin&apos; All the Rules,14,5,2004
Firewalker,21,11,1986
Big Night,20,9,1996
Glee: The 3D Concert Movie,12,8,2011
Sliding Doors,1,5,1998
Sydney White,21,9,2007
Sorcerer,24,6,1977
The Gift,19,1,2001
In Dreams,15,1,1999
Chasing Amy,18,4,1997
Holy Man,9,10,1998
The Kitchen,9,8,2019
The Last Stand,22,2,2013
Foxcatcher,16,1,2015
The Great Escape,4,7,1963
Roommates,3,3,1995
Saving Grace,19,5,2000
Let Me In,1,10,2010
Judgment Night,15,10,1993
After,12,4,2019
Pink Cadillac,26,5,1989
The 33,6,8,2015
Chasing Liberty,9,1,2004
Hideaway,3,3,1995
The Postman Always Rings Twice,20,3,1981
Undisputed,23,8,2002
People Like Us,29,6,2012
Irreconcilable Differences,28,9,1984
The Marrying Man,5,4,1991
Mad Max 2,24,12,1981
The Weather Man,28,10,2005
French Connection II,21,5,1975
Freedomland,17,2,2006
Triple 9,18,3,2016
Love Jones,14,3,1997
Everybody&apos;s All-American,4,11,1988
Battle of the Sexes,29,9,2017
The Bedroom Window,16,1,1987
The Darkest Minds,3,8,2018
The New World,20,1,2006
Labyrinth,27,6,1986
Weekend at Bernie&apos;s II,9,7,1993
Beasts of the Southern Wild,14,6,2013
Mystic Pizza,21,10,1988
The Founder,20,1,2017
Highlander: Endgame,1,9,2000
Shoot &apos;Em Up,19,10,2007
Anna Karenina,7,9,2012
Black Dog,1,5,1998
Wicker Park,3,9,2004
The Honeymooners,10,6,2005
They,27,11,2002
The Collection,30,11,2012
Real Genius,7,8,1985
House of Sand and Fog,9,1,2004
The Crew,25,8,2000
They Live,4,11,1988
How to Eat Fried Worms,25,8,2006
The First Great Train Robbery,14,12,1978
To Be or Not to Be,16,12,1983
I&apos;m Gonna Git You Sucka,11,1,1989
Angela&apos;s Ashes,14,1,2000
Senseless,20,2,1998
Clockers,13,9,1995
Ghosts of Mississippi,3,1,1997
Whip It,30,10,2009
Flyboys,22,9,2006
American Me,13,3,1992
Cat&apos;s Eye,12,4,1985
Whiplash,15,10,2014
Hillary&apos;s America: The Secret History of the Democratic Party,22,7,2016
The Evil That Men Do,1,6,1984
Frailty,12,4,2002
Rosewood,21,2,1997
Dr. T &amp; the Women,13,10,2000
Jason X,16,4,2002
The Peanut Butter Falcon,23,8,2019
Lone Star,21,6,1996
Body of Evidence,15,1,1993
North by Northwest,18,12,1959
The Rum Diary,28,10,2011
Sugar &amp; Spice,26,1,2001
The Entity,4,2,1983
Chaos Walking,12,3,2021
The Pick-up Artist,18,9,1987
Lord of Illusions,25,8,1995
The Tree of Life,17,5,2011
De-Lovely,6,8,2004
The Comebacks,19,10,2007
The Haunting of Molly Hartley,31,10,2008
Labor Day,31,1,2014
Mr. Saturday Night,25,9,1992
Friends with Money,21,4,2006
Bullets Over Broadway,24,2,1995
One Night with the King,13,10,2006
Alfie,14,4,2005
A Kid in King Arthur&apos;s Court,11,8,1995
Secrets &amp; Lies,24,5,1996
Crank: High Voltage,17,4,2009
Poms,10,5,2019
Burnt,30,10,2015
Dredd,7,9,2012
Crooklyn,13,5,1994
Warrior,9,9,2011
Vice Versa,11,3,1988
The Pagemaster,23,11,1994
The Tailor of Panama,30,3,2001
Broken Flowers,26,8,2005
Trespass,25,12,1992
Blow Out,24,7,1981
Hit and Run,22,8,2012
Letters from Iwo Jima,9,12,2006
A Hard Day&apos;s Night,7,7,1964
The Thing,25,6,1982
Repo Men,19,3,2010
Desperate Measures,30,1,1998
The Man Who Knew Too Little,14,11,1997
The Milagro Beanfield War,18,3,1988
Highlander III: The Sorcerer,9,12,1994
One Day,19,8,2011
My Stepmother Is an Alien,9,12,1988
Left Behind,24,10,2014
On a Clear Day You Can See Forever,17,6,1970
The Survivors,22,6,1983
The Missouri Breaks,19,5,1976
Creepshow 2,1,5,1987
In Too Deep,25,8,1999
What&apos;s Your Number?,30,9,2011
Missing,12,3,1982
Virus,15,1,1999
New York Minute,7,5,2004
The Good Girl,30,8,2002
Love &amp; Friendship,26,5,2016
Cirque du Freak: The Vampire&apos;s Assistant,23,10,2009
Private School,29,7,1983
The Beastmaster,20,8,1982
The Perfect Weapon,15,3,1991
Diner,21,5,1982
The Arrival,31,5,1996
How to Deal,18,7,2003
Dragonslayer,26,6,1981
Cool World,10,7,1992
Poltergeist III,10,6,1988
Criminal,15,4,2016
Spring Breakers,6,3,2013
Ballistic: Ecks vs. Sever,20,9,2002
Joan of Arc,27,10,1999
Wish Upon,21,7,2017
The Wizard,15,12,1989
The Mosquito Coast,26,11,1986
Friday the 13th Part VIII: Jason Takes Manhattan,28,7,1989
Excess Baggage,29,8,1997
Rapid Fire,21,8,1992
Memoirs of an Invisible Man,28,2,1992
Un tè con Mussolini,26,3,1999
Lockout,13,4,2012
Capitalism: A Love Story,2,10,2009
The Buddy Holly Story,6,9,1978
Ishtar,15,5,1987
Awake,30,11,2007
Dark City,27,2,1998
Snow Falling on Cedars,7,1,2000
Godsend,30,4,2004
Woodlawn,16,10,2015
Hollywoodland,8,9,2006
Halloween III: Season of the Witch,22,10,1982
Night of the Comet,16,11,1984
The Edge of Seventeen,18,11,2016
American Ultra,21,8,2015
"Hello, My Name Is Doris",1,4,2016
Life or Something Like It,26,4,2002
Soldier,23,10,1998
Flight of the Intruder,18,1,1991
Beyond the Lights,14,11,2014
Children of the Corn,9,3,1984
My Soul to Take,11,3,2011
Clue,13,12,1985
The Nude Bomb,9,5,1980
The Girl Next Door,9,4,2004
It Follows,1,5,2015
Room,15,1,2016
The Case for Christ,7,4,2017
Kickboxer,8,9,1989
The Sixth Man,28,3,1997
Fire Birds,25,5,1990
"I Love You, Beth Cooper",28,8,2009
Prom Night,12,9,1980
If Beale Street Could Talk,25,12,2018
Nighthawks,10,4,1981
The Commitments,13,9,1991
The Meaning of Life,7,7,1983
A Star Is Born,16,10,1954
Kiss of Death,21,4,1995
Get Carter,6,10,2000
Solaris,27,11,2002
The Next Best Thing,3,3,2000
Lions for Lambs,9,11,2007
Judy Moody and the Not Bummer Summer,10,6,2011
Miss Bala,1,2,2019
The Cave,26,8,2005
More American Graffiti,3,8,1979
Seven Psychopaths,12,10,2012
Killing Them Softly,30,11,2012
Twilight,6,3,1998
The Box,6,11,2009
Madonna: Truth or Dare,24,5,1991
See No Evil,19,5,2006
King Solomon&apos;s Mines,22,11,1985
American Psycho,14,4,2000
Toy Soldiers,26,4,1991
The Invasion,17,8,2007
The Madness of King George,28,12,1994
Bad Girls,22,4,1994
Catch and Release,26,1,2007
Quick Change,13,7,1990
Bangkok Dangerous,4,9,2008
The Adventures of Pinocchio,26,7,1996
Youth in Revolt,8,1,2010
Hair,15,3,1979
About Time,27,9,2013
Bait,15,9,2000
The Greatest Game Ever Played,30,9,2005
No Escape,29,4,1994
Spaced Invaders,27,4,1990
Half Past Dead,15,11,2002
Mr. Destiny,12,10,1990
African Cats,22,4,2011
Wrong Turn,30,5,2003
The Infiltrator,13,7,2016
A Kiss Before Dying,26,4,1991
Drowning Mona,3,3,2000
A Guy Thing,17,1,2003
The French Connection,9,10,1971
Revenge,16,2,1990
Larry the Cable Guy: Health Inspector,24,3,2006
The Bonfire of the Vanities,21,12,1990
Leviathan,17,3,1989
High Plains Drifter,7,4,1973
Paparazzi,3,9,2004
Pride and Glory,24,10,2008
The Island,13,6,1980
3000 Miles to Graceland,23,2,2001
Wishmaster,19,9,1997
Superman IV: The Quest for Peace,24,7,1987
Hunter Killer,30,11,2018
The Gospel,7,10,2005
Eddie the Eagle,26,2,2016
Devil&apos;s Due,17,1,2014
The Birth of a Nation,7,10,2016
Far from Heaven,10,1,2003
Masquerade,11,3,1988
Gorky Park,16,12,1983
Thomas and the Magic Railroad,14,7,2000
Jason Goes to Hell: The Final Friday,13,8,1993
Next of Kin,20,10,1989
Devil in a Blue Dress,29,9,1995
Armed and Dangerous,15,8,1986
She&apos;s Having a Baby,5,2,1988
Above the Rim,23,3,1994
Mortal Engines,7,12,2018
Kung Pow: Enter the Fist,25,1,2002
Over the Top,13,2,1987
Dr. No,10,10,1962
A Midsummer Night&apos;s Dream,14,5,1999
Imagine That,12,6,2009
Fruitvale Station,26,7,2013
Death Wish II,19,2,1982
Death Wish 3,1,11,1985
The Prophecy,1,9,1995
No Holds Barred,2,6,1989
D.C. Cab,16,12,1983
Jobs,4,10,2013
Mo&apos; Better Blues,3,8,1990
Begin Again,4,7,2014
Wolf Creek,3,11,2005
Jennifer&apos;s Body,18,9,2009
Raw Deal,6,6,1986
Fire Down Below,5,9,1997
The Perfect Man,17,6,2005
Crossing Delancey,16,9,1988
Original Sin,11,7,2001
Forever My Girl,19,1,2018
"New York, New York",21,6,1977
Breaking Away,20,7,1979
Eye of the Beholder,28,1,2000
Mary Queen of Scots,21,12,2018
The Hitcher,19,1,2007
Spacehunter: Adventures in the Forbidden Zone,20,5,1983
Krull,29,7,1983
Terminal Velocity,9,9,1994
54,28,8,1998
Heart and Souls,13,8,1993
Beat Street,8,6,1984
Shocker,27,10,1989
Buffy the Vampire Slayer,31,7,1992
Muppets from Space,14,7,1999
True Crime,19,3,1999
Deep Cover,15,4,1992
Bringing Out the Dead,22,10,1999
The Final Countdown,1,8,1980
Unaccompanied Minors,8,6,2007
Tremors,19,1,1990
Baby&apos;s Day Out,1,7,1994
Hellraiser: Bloodline,8,3,1996
Dead Silence,16,3,2007
Missing Link,5,4,2019
Go,9,4,1999
Death Warrant,14,9,1990
Flatliners,3,11,2017
The Thing,14,10,2011
Serving Sara,23,8,2002
88 Minutes,26,4,2007
Boiler Room,18,2,2000
The Counselor,6,12,2013
Crazy/Beautiful,29,6,2001
The Country Bears,26,7,2002
Splice,4,6,2010
Wimbledon,17,9,2004
Rock Star,7,9,2001
The Hurt Locker,31,7,2009
Son of the Mask,18,2,2005
The Devil&apos;s Rejects,22,7,2005
Gekijô-ban poketto monsutâ: Kesshô-tô no teiô,8,7,2000
Angel Heart,6,3,1987
The Mission,1,10,1986
Seventh Son,23,1,2015
Hudson Hawk,24,5,1991
Small Time Crooks,19,5,2000
Fired Up!,20,2,2009
All the Right Moves,21,10,1983
A Bronx Tale,1,10,1993
A Most Wanted Man,1,8,2014
The Glass Castle,11,8,2017
Half Baked,16,1,1998
Max Keeble&apos;s Big Move,5,10,2001
Brightburn,24,5,2019
The Phantom,7,6,1996
Extreme Measures,27,9,1996
Inkheart,11,12,2008
To Live and Die in L.A.,1,11,1985
Eight Legged Freaks,17,7,2002
A Haunted House 2,18,4,2014
Just My Luck,7,7,2006
Masters of the Universe,7,8,1987
Masterminds,4,11,2016
The NeverEnding Story II: The Next Chapter,25,10,1990
Outland,27,8,1981
Home for the Holidays,3,11,1995
Silent Hill: Revelation,26,10,2012
Enough Said,11,10,2013
"Paul, Apostle of Christ",23,3,2018
Johnny Be Good,25,3,1988
Furry Vengeance,30,4,2010
Operation Finale,29,8,2018
The Last King of Scotland,12,1,2007
Invasion U.S.A.,27,9,1985
Frantic,26,2,1988
Kit Kittredge: An American Girl,2,7,2008
The Postman,25,12,1997
Parker,8,2,2013
The Big Easy,21,8,1987
Apollo 18,2,9,2011
The Contender,13,10,2000
The Crow: City of Angels,30,8,1996
CB4,12,3,1993
Nebraska,24,1,2014
Used People,22,1,1993
Red Planet,10,11,2000
The Glass House,14,9,2001
Admission,22,3,2013
Seven Days in Utopia,2,9,2011
Postal,18,10,2007
"Jo Jo Dancer, Your Life Is Calling",2,5,1986
Wes Craven&apos;s New Nightmare,14,10,1994
